,GeneID,GO_ID,gene-symbol,GO_term,gene-score
7888,57634,GO:0043967,EP400,histone H4 acetylation,2.0
7889,57634,GO:0043968,EP400,histone H2A acetylation,2.0
8096,2109,GO:0005515,ETFB,protein binding,2.0
8097,2109,GO:0005739,ETFB,mitochondrion,2.0
8098,2109,GO:0005759,ETFB,mitochondrial matrix,2.0
8100,2109,GO:0009055,ETFB,electron transfer activity,2.0
8102,2109,GO:0022904,ETFB,respiratory electron transport chain,2.0
8103,2109,GO:0033539,ETFB,fatty acid beta-oxidation using acyl-CoA dehydrogenase,2.0
8254,55914,GO:0005102,ERBIN,signaling receptor binding,2.0
8256,55914,GO:0005176,ERBIN,ErbB-2 class receptor binding,2.0
8257,55914,GO:0005200,ERBIN,structural constituent of cytoskeleton,2.0
8258,55914,GO:0005515,ERBIN,protein binding,2.0
8259,55914,GO:0005604,ERBIN,basement membrane,2.0
8260,55914,GO:0005634,ERBIN,nucleus,2.0
8261,55914,GO:0005737,ERBIN,cytoplasm,2.0
8262,55914,GO:0005886,ERBIN,plasma membrane,2.0
8264,55914,GO:0006605,ERBIN,protein targeting,2.0
8265,55914,GO:0007155,ERBIN,cell adhesion,2.0
8266,55914,GO:0007165,ERBIN,signal transduction,2.0
8267,55914,GO:0007173,ERBIN,epidermal growth factor receptor signaling pathway,2.0
8268,55914,GO:0007229,ERBIN,integrin-mediated signaling pathway,2.0
8269,55914,GO:0009925,ERBIN,basal plasma membrane,2.0
8270,55914,GO:0016323,ERBIN,basolateral plasma membrane,2.0
8272,55914,GO:0016607,ERBIN,nuclear speck,2.0
8273,55914,GO:0030054,ERBIN,cell junction,2.0
8274,55914,GO:0030056,ERBIN,hemidesmosome,2.0
8275,55914,GO:0031965,ERBIN,nuclear membrane,2.0
8276,55914,GO:0032088,ERBIN,negative regulation of NF-kappaB transcription factor activity,2.0
8278,55914,GO:0032495,ERBIN,response to muramyl dipeptide,2.0
8279,55914,GO:0032496,ERBIN,response to lipopolysaccharide,2.0
8280,55914,GO:0038128,ERBIN,ERBB2 signaling pathway,2.0
8281,55914,GO:0045104,ERBIN,intermediate filament cytoskeleton organization,2.0
8282,55914,GO:0045175,ERBIN,basal protein localization,2.0
8283,55914,GO:0045197,ERBIN,establishment or maintenance of epithelial cell apical/basal polarity,2.0
8284,55914,GO:0046579,ERBIN,positive regulation of Ras protein signal transduction,2.0
8285,55914,GO:0070433,ERBIN,negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,2.0
8286,55914,GO:0071356,ERBIN,cellular response to tumor necrosis factor,2.0
8288,55914,GO:0071638,ERBIN,negative regulation of monocyte chemotactic protein-1 production,2.0
8289,55914,GO:0098978,ERBIN,glutamatergic synapse,2.0
8290,55914,GO:0099072,ERBIN,regulation of postsynaptic membrane neurotransmitter receptor levels,2.0
8341,2200,GO:0001501,FBN1,skeletal system development,2.0
8342,2200,GO:0001527,FBN1,microfibril,2.0
8343,2200,GO:0001656,FBN1,metanephros development,2.0
8344,2200,GO:0005178,FBN1,integrin binding,2.0
8345,2200,GO:0005179,FBN1,hormone activity,2.0
8346,2200,GO:0005201,FBN1,extracellular matrix structural constituent,2.0
8349,2200,GO:0005509,FBN1,calcium ion binding,2.0
8350,2200,GO:0005515,FBN1,protein binding,2.0
8351,2200,GO:0005576,FBN1,extracellular region,2.0
8354,2200,GO:0005604,FBN1,basement membrane,2.0
8355,2200,GO:0005615,FBN1,extracellular space,2.0
8357,2200,GO:0005788,FBN1,endoplasmic reticulum lumen,2.0
8358,2200,GO:0007165,FBN1,signal transduction,2.0
8359,2200,GO:0007507,FBN1,heart development,2.0
8360,2200,GO:0008201,FBN1,heparin binding,2.0
8361,2200,GO:0009653,FBN1,anatomical structure morphogenesis,2.0
8362,2200,GO:0030023,FBN1,extracellular matrix constituent conferring elasticity,2.0
8363,2200,GO:0030198,FBN1,extracellular matrix organization,2.0
8364,2200,GO:0031012,FBN1,extracellular matrix,2.0
8366,2200,GO:0033627,FBN1,cell adhesion mediated by integrin,2.0
8367,2200,GO:0035582,FBN1,sequestering of BMP in extracellular matrix,2.0
8368,2200,GO:0035583,FBN1,sequestering of TGFbeta in extracellular matrix,2.0
8369,2200,GO:0042802,FBN1,identical protein binding,2.0
8370,2200,GO:0043010,FBN1,camera-type eye development,2.0
8371,2200,GO:0043687,FBN1,post-translational protein modification,2.0
8372,2200,GO:0044267,FBN1,cellular protein metabolic process,2.0
8373,2200,GO:0044877,FBN1,protein-containing complex binding,2.0
8374,2200,GO:0045671,FBN1,negative regulation of osteoclast differentiation,2.0
8375,2200,GO:0048048,FBN1,embryonic eye morphogenesis,2.0
8376,2200,GO:0048050,FBN1,post-embryonic eye morphogenesis,2.0
8377,2200,GO:0062023,FBN1,collagen-containing extracellular matrix,2.0
8379,2200,GO:0071560,FBN1,cellular response to transforming growth factor beta stimulus,2.0
8380,2200,GO:1990314,FBN1,cellular response to insulin-like growth factor stimulus,2.0
8381,2200,GO:2001205,FBN1,negative regulation of osteoclast development,2.0
9024,2567,GO:0004890,GABRG3,GABA-A receptor activity,2.0
9025,2567,GO:0005237,GABRG3,inhibitory extracellular ligand-gated ion channel activity,2.0
9026,2567,GO:0005254,GABRG3,chloride channel activity,2.0
9027,2567,GO:0005886,GABRG3,plasma membrane,2.0
9028,2567,GO:0005887,GABRG3,integral component of plasma membrane,2.0
9029,2567,GO:0007165,GABRG3,signal transduction,2.0
9030,2567,GO:0007214,GABRG3,gamma-aminobutyric acid signaling pathway,2.0
9031,2567,GO:0007268,GABRG3,chemical synaptic transmission,2.0
9032,2567,GO:0008503,GABRG3,benzodiazepine receptor activity,2.0
9033,2567,GO:0022851,GABRG3,GABA-gated chloride ion channel activity,2.0
9034,2567,GO:0030594,GABRG3,neurotransmitter receptor activity,2.0
9035,2567,GO:0032590,GABRG3,dendrite membrane,2.0
9036,2567,GO:0034220,GABRG3,ion transmembrane transport,2.0
9037,2567,GO:0034707,GABRG3,chloride channel complex,2.0
9038,2567,GO:0042391,GABRG3,regulation of membrane potential,2.0
9039,2567,GO:0042493,GABRG3,response to drug,2.0
9040,2567,GO:0043005,GABRG3,neuron projection,2.0
9041,2567,GO:0045202,GABRG3,synapse,2.0
9042,2567,GO:0045211,GABRG3,postsynaptic membrane,2.0
9043,2567,GO:0050877,GABRG3,nervous system process,2.0
9044,2567,GO:0051932,GABRG3,"synaptic transmission, GABAergic",2.0
9045,2567,GO:0060078,GABRG3,regulation of postsynaptic membrane potential,2.0
9046,2567,GO:0098794,GABRG3,postsynapse,2.0
9047,2567,GO:0098982,GABRG3,GABA-ergic synapse,2.0
9048,2567,GO:0099699,GABRG3,integral component of synaptic membrane,2.0
9049,2567,GO:1902476,GABRG3,chloride transmembrane transport,2.0
9050,2567,GO:1902711,GABRG3,GABA-A receptor complex,2.0
9051,2567,GO:1904315,GABRG3,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,2.0
9068,26290,GO:0000139,GALNT8,Golgi membrane,2.0
9069,26290,GO:0004653,GALNT8,polypeptide N-acetylgalactosaminyltransferase activity,2.0
9070,26290,GO:0005794,GALNT8,Golgi apparatus,2.0
9071,26290,GO:0016021,GALNT8,integral component of membrane,2.0
9072,26290,GO:0016266,GALNT8,O-glycan processing,2.0
9073,26290,GO:0030246,GALNT8,carbohydrate binding,2.0
9074,26290,GO:0046872,GALNT8,metal ion binding,2.0
9120,79893,GO:0005634,GGNBP2,nucleus,2.0
9121,79893,GO:0005737,GGNBP2,cytoplasm,2.0
9122,79893,GO:0007283,GGNBP2,spermatogenesis,2.0
9123,79893,GO:0008285,GGNBP2,negative regulation of cell population proliferation,2.0
9124,79893,GO:0010629,GGNBP2,negative regulation of gene expression,2.0
9125,79893,GO:0030154,GGNBP2,cell differentiation,2.0
9126,79893,GO:0031410,GGNBP2,cytoplasmic vesicle,2.0
9127,79893,GO:0033140,GGNBP2,negative regulation of peptidyl-serine phosphorylation of STAT protein,2.0
9128,79893,GO:0042532,GGNBP2,negative regulation of tyrosine phosphorylation of STAT protein,2.0
9129,79893,GO:0060716,GGNBP2,labyrinthine layer blood vessel development,2.0
9130,79893,GO:0061099,GGNBP2,negative regulation of protein tyrosine kinase activity,2.0
9279,2239,GO:0001523,GPC4,retinoid metabolic process,2.0
9280,2239,GO:0005515,GPC4,protein binding,2.0
9281,2239,GO:0005576,GPC4,extracellular region,2.0
9282,2239,GO:0005634,GPC4,nucleus,2.0
9283,2239,GO:0005796,GPC4,Golgi lumen,2.0
9284,2239,GO:0005886,GPC4,plasma membrane,2.0
9285,2239,GO:0006024,GPC4,glycosaminoglycan biosynthetic process,2.0
9286,2239,GO:0006027,GPC4,glycosaminoglycan catabolic process,2.0
9287,2239,GO:0009897,GPC4,external side of plasma membrane,2.0
9288,2239,GO:0009966,GPC4,regulation of signal transduction,2.0
9289,2239,GO:0009986,GPC4,cell surface,2.0
9290,2239,GO:0016055,GPC4,Wnt signaling pathway,2.0
9291,2239,GO:0016477,GPC4,cell migration,2.0
9292,2239,GO:0043202,GPC4,lysosomal lumen,2.0
9293,2239,GO:0045202,GPC4,synapse,2.0
9294,2239,GO:0060071,GPC4,"Wnt signaling pathway, planar cell polarity pathway",2.0
9295,2239,GO:0062023,GPC4,collagen-containing extracellular matrix,2.0
9296,2239,GO:0070062,GPC4,extracellular exosome,2.0
9297,2239,GO:0098696,GPC4,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,2.0
9298,2239,GO:0098978,GPC4,glutamatergic synapse,2.0
9299,2239,GO:0099026,GPC4,anchored component of presynaptic membrane,2.0
9300,2239,GO:0099560,GPC4,synaptic membrane adhesion,2.0
9301,2239,GO:1904929,GPC4,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway",2.0
9302,2239,GO:1905475,GPC4,regulation of protein localization to membrane,2.0
9303,2239,GO:1905606,GPC4,regulation of presynapse assembly,2.0
9339,10243,GO:0005515,GPHN,protein binding,2.0
9340,10243,GO:0005524,GPHN,ATP binding,2.0
9341,10243,GO:0005737,GPHN,cytoplasm,2.0
9342,10243,GO:0005829,GPHN,cytosol,2.0
9344,10243,GO:0005856,GPHN,cytoskeleton,2.0
9345,10243,GO:0005886,GPHN,plasma membrane,2.0
9346,10243,GO:0006777,GPHN,Mo-molybdopterin cofactor biosynthetic process,2.0
9347,10243,GO:0007529,GPHN,establishment of synaptic specificity at neuromuscular junction,2.0
9348,10243,GO:0008940,GPHN,nitrate reductase activity,2.0
9349,10243,GO:0010038,GPHN,response to metal ion,2.0
9350,10243,GO:0014069,GPHN,postsynaptic density,2.0
9351,10243,GO:0018315,GPHN,molybdenum incorporation into molybdenum-molybdopterin complex,2.0
9352,10243,GO:0030425,GPHN,dendrite,2.0
9354,10243,GO:0032324,GPHN,molybdopterin cofactor biosynthetic process,2.0
9358,10243,GO:0042802,GPHN,identical protein binding,2.0
9359,10243,GO:0043546,GPHN,molybdopterin cofactor binding,2.0
9360,10243,GO:0045211,GPHN,postsynaptic membrane,2.0
9362,10243,GO:0046872,GPHN,metal ion binding,2.0
9363,10243,GO:0055114,GPHN,oxidation-reduction process,2.0
9364,10243,GO:0061598,GPHN,molybdopterin adenylyltransferase activity,2.0
9365,10243,GO:0061599,GPHN,molybdopterin molybdotransferase activity,2.0
9366,10243,GO:0072579,GPHN,glycine receptor clustering,2.0
9367,10243,GO:0097060,GPHN,synaptic membrane,2.0
9368,10243,GO:0097112,GPHN,gamma-aminobutyric acid receptor clustering,2.0
9371,10243,GO:0098970,GPHN,postsynaptic neurotransmitter receptor diffusion trapping,2.0
9372,10243,GO:0099144,GPHN,anchored component of synaptic membrane,2.0
9373,10243,GO:0099572,GPHN,postsynaptic specialization,2.0
9374,10243,GO:0099634,GPHN,postsynaptic specialization membrane,2.0
9474,2890,GO:0000139,GRIA1,Golgi membrane,2.0
9475,2890,GO:0001540,GRIA1,amyloid-beta binding,2.0
9476,2890,GO:0004971,GRIA1,AMPA glutamate receptor activity,2.0
9478,2890,GO:0005515,GRIA1,protein binding,2.0
9479,2890,GO:0005789,GRIA1,endoplasmic reticulum membrane,2.0
9481,2890,GO:0005886,GRIA1,plasma membrane,2.0
9484,2890,GO:0006888,GRIA1,endoplasmic reticulum to Golgi vesicle-mediated transport,2.0
9485,2890,GO:0007165,GRIA1,signal transduction,2.0
9486,2890,GO:0007268,GRIA1,chemical synaptic transmission,2.0
9487,2890,GO:0007616,GRIA1,long-term memory,2.0
9488,2890,GO:0008066,GRIA1,glutamate receptor activity,2.0
9489,2890,GO:0009986,GRIA1,cell surface,2.0
9490,2890,GO:0012507,GRIA1,ER to Golgi transport vesicle membrane,2.0
9491,2890,GO:0014069,GRIA1,postsynaptic density,2.0
9492,2890,GO:0015276,GRIA1,ligand-gated ion channel activity,2.0
9493,2890,GO:0030165,GRIA1,PDZ domain binding,2.0
9494,2890,GO:0030425,GRIA1,dendrite,2.0
9495,2890,GO:0030666,GRIA1,endocytic vesicle membrane,2.0
9496,2890,GO:0030672,GRIA1,synaptic vesicle membrane,2.0
9497,2890,GO:0031623,GRIA1,receptor internalization,2.0
9498,2890,GO:0031901,GRIA1,early endosome membrane,2.0
9499,2890,GO:0032281,GRIA1,AMPA glutamate receptor complex,2.0
9501,2890,GO:0032591,GRIA1,dendritic spine membrane,2.0
9502,2890,GO:0033116,GRIA1,endoplasmic reticulum-Golgi intermediate compartment membrane,2.0
9503,2890,GO:0034220,GRIA1,ion transmembrane transport,2.0
9504,2890,GO:0035235,GRIA1,ionotropic glutamate receptor signaling pathway,2.0
9505,2890,GO:0038023,GRIA1,signaling receptor activity,2.0
9506,2890,GO:0043025,GRIA1,neuronal cell body,2.0
9507,2890,GO:0043197,GRIA1,dendritic spine,2.0
9509,2890,GO:0044308,GRIA1,axonal spine,2.0
9510,2890,GO:0044309,GRIA1,neuron spine,2.0
9511,2890,GO:0048208,GRIA1,COPII vesicle coating,2.0
9512,2890,GO:0055037,GRIA1,recycling endosome,2.0
9513,2890,GO:0055038,GRIA1,recycling endosome membrane,2.0
9514,2890,GO:0060078,GRIA1,regulation of postsynaptic membrane potential,2.0
9515,2890,GO:0060292,GRIA1,long-term synaptic depression,2.0
9516,2890,GO:0097060,GRIA1,synaptic membrane,2.0
9517,2890,GO:0098839,GRIA1,postsynaptic density membrane,2.0
9518,2890,GO:0098978,GRIA1,glutamatergic synapse,2.0
9519,2890,GO:0099544,GRIA1,perisynaptic space,2.0
9520,2890,GO:0099566,GRIA1,regulation of postsynaptic cytosolic calcium ion concentration,2.0
9521,2890,GO:0099583,GRIA1,neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration,2.0
9522,2890,GO:1904315,GRIA1,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,2.0
9523,2890,GO:2000310,GRIA1,regulation of NMDA receptor activity,2.0
9557,2894,GO:0004970,GRID1,ionotropic glutamate receptor activity,2.0
9558,2894,GO:0005886,GRID1,plasma membrane,2.0
9559,2894,GO:0008066,GRID1,glutamate receptor activity,2.0
9560,2894,GO:0015276,GRID1,ligand-gated ion channel activity,2.0
9561,2894,GO:0034220,GRID1,ion transmembrane transport,2.0
9562,2894,GO:0035176,GRID1,social behavior,2.0
9563,2894,GO:0035235,GRID1,ionotropic glutamate receptor signaling pathway,2.0
9564,2894,GO:0035249,GRID1,"synaptic transmission, glutamatergic",2.0
9565,2894,GO:0038023,GRID1,signaling receptor activity,2.0
9566,2894,GO:0045211,GRID1,postsynaptic membrane,2.0
9567,2894,GO:0050804,GRID1,modulation of chemical synaptic transmission,2.0
9568,2894,GO:0060078,GRID1,regulation of postsynaptic membrane potential,2.0
9569,2894,GO:0070062,GRID1,extracellular exosome,2.0
9570,2894,GO:0098978,GRID1,glutamatergic synapse,2.0
9571,2894,GO:0099061,GRID1,integral component of postsynaptic density membrane,2.0
9572,2894,GO:1904315,GRID1,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,2.0
9608,2898,GO:0001662,GRIK2,behavioral fear response,2.0
9609,2898,GO:0005234,GRIK2,extracellularly glutamate-gated ion channel activity,2.0
9610,2898,GO:0005886,GRIK2,plasma membrane,2.0
9612,2898,GO:0005887,GRIK2,integral component of plasma membrane,2.0
9613,2898,GO:0006874,GRIK2,cellular calcium ion homeostasis,2.0
9614,2898,GO:0007215,GRIK2,glutamate receptor signaling pathway,2.0
9615,2898,GO:0007268,GRIK2,chemical synaptic transmission,2.0
9616,2898,GO:0008066,GRIK2,glutamate receptor activity,2.0
9617,2898,GO:0014069,GRIK2,postsynaptic density,2.0
9618,2898,GO:0015276,GRIK2,ligand-gated ion channel activity,2.0
9619,2898,GO:0015277,GRIK2,kainate selective glutamate receptor activity,2.0
9621,2898,GO:0019228,GRIK2,neuronal action potential,2.0
9622,2898,GO:0030165,GRIK2,PDZ domain binding,2.0
9623,2898,GO:0031624,GRIK2,ubiquitin conjugating enzyme binding,2.0
9624,2898,GO:0031625,GRIK2,ubiquitin protein ligase binding,2.0
9625,2898,GO:0032839,GRIK2,dendrite cytoplasm,2.0
9626,2898,GO:0032983,GRIK2,kainate selective glutamate receptor complex,2.0
9627,2898,GO:0034220,GRIK2,ion transmembrane transport,2.0
9628,2898,GO:0035235,GRIK2,ionotropic glutamate receptor signaling pathway,2.0
9629,2898,GO:0035249,GRIK2,"synaptic transmission, glutamatergic",2.0
9630,2898,GO:0038023,GRIK2,signaling receptor activity,2.0
9631,2898,GO:0042734,GRIK2,presynaptic membrane,2.0
9632,2898,GO:0042802,GRIK2,identical protein binding,2.0
9633,2898,GO:0043113,GRIK2,receptor clustering,2.0
9634,2898,GO:0043195,GRIK2,terminal bouton,2.0
9635,2898,GO:0043204,GRIK2,perikaryon,2.0
9636,2898,GO:0043524,GRIK2,negative regulation of neuron apoptotic process,2.0
9637,2898,GO:0043525,GRIK2,positive regulation of neuron apoptotic process,2.0
9638,2898,GO:0045211,GRIK2,postsynaptic membrane,2.0
9639,2898,GO:0046328,GRIK2,regulation of JNK cascade,2.0
9640,2898,GO:0048169,GRIK2,regulation of long-term neuronal synaptic plasticity,2.0
9641,2898,GO:0048172,GRIK2,regulation of short-term neuronal synaptic plasticity,2.0
9642,2898,GO:0050804,GRIK2,modulation of chemical synaptic transmission,2.0
9644,2898,GO:0050806,GRIK2,positive regulation of synaptic transmission,2.0
9645,2898,GO:0051402,GRIK2,neuron apoptotic process,2.0
9646,2898,GO:0051967,GRIK2,"negative regulation of synaptic transmission, glutamatergic",2.0
9647,2898,GO:0060079,GRIK2,excitatory postsynaptic potential,2.0
9648,2898,GO:0060080,GRIK2,inhibitory postsynaptic potential,2.0
9649,2898,GO:0098686,GRIK2,hippocampal mossy fiber to CA3 synapse,2.0
9650,2898,GO:0098978,GRIK2,glutamatergic synapse,2.0
9651,2898,GO:0099505,GRIK2,regulation of presynaptic membrane potential,2.0
9652,2898,GO:0099507,GRIK2,ligand-gated ion channel activity involved in regulation of presynaptic membrane potential,2.0
9653,2898,GO:0120169,GRIK2,detection of cold stimulus involved in thermoception,2.0
9654,2898,GO:1904315,GRIK2,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,2.0
9655,2260,GO:0000122,FGFR1,negative regulation of transcription by RNA polymerase II,2.0
9656,2260,GO:0000165,FGFR1,MAPK cascade,2.0
9657,2260,GO:0001501,FGFR1,skeletal system development,2.0
9658,2260,GO:0001525,FGFR1,angiogenesis,2.0
9659,2260,GO:0001657,FGFR1,ureteric bud development,2.0
9660,2260,GO:0001701,FGFR1,in utero embryonic development,2.0
9661,2260,GO:0001759,FGFR1,organ induction,2.0
9662,2260,GO:0001764,FGFR1,neuron migration,2.0
9663,2260,GO:0001837,FGFR1,epithelial to mesenchymal transition,2.0
9664,2260,GO:0002053,FGFR1,positive regulation of mesenchymal cell proliferation,2.0
9665,2260,GO:0002062,FGFR1,chondrocyte differentiation,2.0
9666,2260,GO:0004713,FGFR1,protein tyrosine kinase activity,2.0
9667,2260,GO:0004714,FGFR1,transmembrane receptor protein tyrosine kinase activity,2.0
9668,2260,GO:0005007,FGFR1,fibroblast growth factor-activated receptor activity,2.0
9671,2260,GO:0005515,FGFR1,protein binding,2.0
9672,2260,GO:0005524,FGFR1,ATP binding,2.0
9673,2260,GO:0005576,FGFR1,extracellular region,2.0
9674,2260,GO:0005634,FGFR1,nucleus,2.0
9675,2260,GO:0005829,FGFR1,cytosol,2.0
9676,2260,GO:0005886,FGFR1,plasma membrane,2.0
9678,2260,GO:0005887,FGFR1,integral component of plasma membrane,2.0
9679,2260,GO:0006468,FGFR1,protein phosphorylation,2.0
9680,2260,GO:0007169,FGFR1,transmembrane receptor protein tyrosine kinase signaling pathway,2.0
9681,2260,GO:0007275,FGFR1,multicellular organism development,2.0
9682,2260,GO:0007605,FGFR1,sensory perception of sound,2.0
9683,2260,GO:0008201,FGFR1,heparin binding,2.0
9684,2260,GO:0008284,FGFR1,positive regulation of cell population proliferation,2.0
9687,2260,GO:0008543,FGFR1,fibroblast growth factor receptor signaling pathway,2.0
9691,2260,GO:0010518,FGFR1,positive regulation of phospholipase activity,2.0
9692,2260,GO:0010863,FGFR1,positive regulation of phospholipase C activity,2.0
9693,2260,GO:0010966,FGFR1,regulation of phosphate transport,2.0
9694,2260,GO:0010976,FGFR1,positive regulation of neuron projection development,2.0
9695,2260,GO:0014068,FGFR1,positive regulation of phosphatidylinositol 3-kinase signaling,2.0
9696,2260,GO:0016021,FGFR1,integral component of membrane,2.0
9697,2260,GO:0016477,FGFR1,cell migration,2.0
9698,2260,GO:0017134,FGFR1,fibroblast growth factor binding,2.0
9700,2260,GO:0018108,FGFR1,peptidyl-tyrosine phosphorylation,2.0
9701,2260,GO:0021847,FGFR1,ventricular zone neuroblast division,2.0
9702,2260,GO:0030326,FGFR1,embryonic limb morphogenesis,2.0
9703,2260,GO:0030901,FGFR1,midbrain development,2.0
9704,2260,GO:0031410,FGFR1,cytoplasmic vesicle,2.0
9705,2260,GO:0033674,FGFR1,positive regulation of kinase activity,2.0
9706,2260,GO:0035607,FGFR1,fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development,2.0
9707,2260,GO:0042169,FGFR1,SH2 domain binding,2.0
9708,2260,GO:0042472,FGFR1,inner ear morphogenesis,2.0
9709,2260,GO:0042473,FGFR1,outer ear morphogenesis,2.0
9710,2260,GO:0042474,FGFR1,middle ear morphogenesis,2.0
9711,2260,GO:0042802,FGFR1,identical protein binding,2.0
9712,2260,GO:0042803,FGFR1,protein homodimerization activity,2.0
9713,2260,GO:0043009,FGFR1,chordate embryonic development,2.0
9714,2260,GO:0043235,FGFR1,receptor complex,2.0
9716,2260,GO:0043406,FGFR1,positive regulation of MAP kinase activity,2.0
9717,2260,GO:0043410,FGFR1,positive regulation of MAPK cascade,2.0
9719,2260,GO:0043536,FGFR1,positive regulation of blood vessel endothelial cell migration,2.0
9720,2260,GO:0045595,FGFR1,regulation of cell differentiation,2.0
9721,2260,GO:0045597,FGFR1,positive regulation of cell differentiation,2.0
9722,2260,GO:0045666,FGFR1,positive regulation of neuron differentiation,2.0
9723,2260,GO:0046777,FGFR1,protein autophosphorylation,2.0
9724,2260,GO:0048015,FGFR1,phosphatidylinositol-mediated signaling,2.0
9725,2260,GO:0048339,FGFR1,paraxial mesoderm development,2.0
9726,2260,GO:0048378,FGFR1,regulation of lateral mesodermal cell fate specification,2.0
9727,2260,GO:0048469,FGFR1,cell maturation,2.0
9728,2260,GO:0048705,FGFR1,skeletal system morphogenesis,2.0
9729,2260,GO:0051897,FGFR1,positive regulation of protein kinase B signaling,2.0
9731,2260,GO:0060045,FGFR1,positive regulation of cardiac muscle cell proliferation,2.0
9732,2260,GO:0060117,FGFR1,auditory receptor cell development,2.0
9733,2260,GO:0060445,FGFR1,branching involved in salivary gland morphogenesis,2.0
9734,2260,GO:0060484,FGFR1,lung-associated mesenchyme development,2.0
9735,2260,GO:0060665,FGFR1,regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling,2.0
9736,2260,GO:0070640,FGFR1,vitamin D3 metabolic process,2.0
9737,2260,GO:0090080,FGFR1,positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway,2.0
9738,2260,GO:0090272,FGFR1,negative regulation of fibroblast growth factor production,2.0
9739,2260,GO:0090722,FGFR1,receptor-receptor interaction,2.0
9740,2260,GO:1903465,FGFR1,positive regulation of mitotic cell cycle DNA replication,2.0
9741,2260,GO:1905564,FGFR1,positive regulation of vascular endothelial cell proliferation,2.0
9742,2260,GO:2000546,FGFR1,positive regulation of endothelial cell chemotaxis to fibroblast growth factor,2.0
9743,2260,GO:2000830,FGFR1,positive regulation of parathyroid hormone secretion,2.0
9744,2260,GO:2001239,FGFR1,regulation of extrinsic apoptotic signaling pathway in absence of ligand,2.0
9831,55568,GO:0000139,GALNT10,Golgi membrane,2.0
9832,55568,GO:0004653,GALNT10,polypeptide N-acetylgalactosaminyltransferase activity,2.0
9833,55568,GO:0005794,GALNT10,Golgi apparatus,2.0
9834,55568,GO:0006493,GALNT10,protein O-linked glycosylation,2.0
9835,55568,GO:0016021,GALNT10,integral component of membrane,2.0
9836,55568,GO:0016266,GALNT10,O-glycan processing,2.0
9838,55568,GO:0030246,GALNT10,carbohydrate binding,2.0
9839,55568,GO:0046872,GALNT10,metal ion binding,2.0
9961,2901,GO:0005654,GRIK5,nucleoplasm,2.0
9962,2901,GO:0005783,GRIK5,endoplasmic reticulum,2.0
9963,2901,GO:0005886,GRIK5,plasma membrane,2.0
9966,2901,GO:0006621,GRIK5,protein retention in ER lumen,2.0
9967,2901,GO:0008066,GRIK5,glutamate receptor activity,2.0
9968,2901,GO:0014069,GRIK5,postsynaptic density,2.0
9969,2901,GO:0015276,GRIK5,ligand-gated ion channel activity,2.0
9970,2901,GO:0015277,GRIK5,kainate selective glutamate receptor activity,2.0
9971,2901,GO:0017124,GRIK5,SH3 domain binding,2.0
9972,2901,GO:0030165,GRIK5,PDZ domain binding,2.0
9973,2901,GO:0030425,GRIK5,dendrite,2.0
9974,2901,GO:0031630,GRIK5,regulation of synaptic vesicle fusion to presynaptic active zone membrane,2.0
9975,2901,GO:0032983,GRIK5,kainate selective glutamate receptor complex,2.0
9976,2901,GO:0034220,GRIK5,ion transmembrane transport,2.0
9977,2901,GO:0035235,GRIK5,ionotropic glutamate receptor signaling pathway,2.0
9978,2901,GO:0035249,GRIK5,"synaptic transmission, glutamatergic",2.0
9979,2901,GO:0038023,GRIK5,signaling receptor activity,2.0
9980,2901,GO:0042802,GRIK5,identical protein binding,2.0
9981,2901,GO:0043113,GRIK5,receptor clustering,2.0
9982,2901,GO:0043195,GRIK5,terminal bouton,2.0
9983,2901,GO:0043204,GRIK5,perikaryon,2.0
9984,2901,GO:0043525,GRIK5,positive regulation of neuron apoptotic process,2.0
9985,2901,GO:0045211,GRIK5,postsynaptic membrane,2.0
9986,2901,GO:0050804,GRIK5,modulation of chemical synaptic transmission,2.0
9987,2901,GO:0051649,GRIK5,establishment of localization in cell,2.0
9988,2901,GO:0060079,GRIK5,excitatory postsynaptic potential,2.0
9989,2901,GO:0071333,GRIK5,cellular response to glucose stimulus,2.0
9990,2901,GO:0098686,GRIK5,hippocampal mossy fiber to CA3 synapse,2.0
9991,2901,GO:0098978,GRIK5,glutamatergic synapse,2.0
9992,2901,GO:0099056,GRIK5,integral component of presynaptic membrane,2.0
9993,2901,GO:1904315,GRIK5,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,2.0
9994,2902,GO:0000165,GRIN1,MAPK cascade,2.0
9995,2902,GO:0001540,GRIN1,amyloid-beta binding,2.0
9996,2902,GO:0001661,GRIN1,conditioned taste aversion,2.0
9997,2902,GO:0001967,GRIN1,suckling behavior,2.0
