,GeneID,GO_ID,gene-symbol,GO_term,gene-score
2995,553,GO:0004930,AVPR1B,G protein-coupled receptor activity,3.0
2996,553,GO:0005000,AVPR1B,vasopressin receptor activity,3.0
2998,553,GO:0005080,AVPR1B,protein kinase C binding,3.0
2999,553,GO:0005768,AVPR1B,endosome,3.0
3000,553,GO:0005794,AVPR1B,Golgi apparatus,3.0
3001,553,GO:0005886,AVPR1B,plasma membrane,3.0
3003,553,GO:0005887,AVPR1B,integral component of plasma membrane,3.0
3004,553,GO:0007186,AVPR1B,G protein-coupled receptor signaling pathway,3.0
3007,553,GO:0007202,AVPR1B,activation of phospholipase C activity,3.0
3008,553,GO:0007204,AVPR1B,positive regulation of cytosolic calcium ion concentration,3.0
3009,553,GO:0032430,AVPR1B,positive regulation of phospholipase A2 activity,3.0
3010,553,GO:0042127,AVPR1B,regulation of cell population proliferation,3.0
3011,553,GO:0042277,AVPR1B,peptide binding,3.0
3012,553,GO:0043410,AVPR1B,positive regulation of MAPK cascade,3.0
3013,553,GO:0045907,AVPR1B,positive regulation of vasoconstriction,3.0
3014,553,GO:0060732,AVPR1B,positive regulation of inositol phosphate biosynthetic process,3.0
3015,553,GO:0090238,AVPR1B,positive regulation of arachidonic acid secretion,3.0
3016,553,GO:0150104,AVPR1B,transport across blood-brain barrier,3.0
3017,339479,GO:0005576,BRINP3,extracellular region,3.0
3018,339479,GO:0005739,BRINP3,mitochondrion,3.0
3019,339479,GO:0005783,BRINP3,endoplasmic reticulum,3.0
3020,339479,GO:0007050,BRINP3,cell cycle arrest,3.0
3021,339479,GO:0030425,BRINP3,dendrite,3.0
3022,339479,GO:0043025,BRINP3,neuronal cell body,3.0
3023,339479,GO:0045666,BRINP3,positive regulation of neuron differentiation,3.0
3025,339479,GO:0045930,BRINP3,negative regulation of mitotic cell cycle,3.0
3027,339479,GO:0071300,BRINP3,cellular response to retinoic acid,3.0
3060,8911,GO:0001518,CACNA1I,voltage-gated sodium channel complex,3.0
3061,8911,GO:0005245,CACNA1I,voltage-gated calcium channel activity,3.0
3062,8911,GO:0005248,CACNA1I,voltage-gated sodium channel activity,3.0
3063,8911,GO:0005515,CACNA1I,protein binding,3.0
3064,8911,GO:0005891,CACNA1I,voltage-gated calcium channel complex,3.0
3065,8911,GO:0007165,CACNA1I,signal transduction,3.0
3066,8911,GO:0008332,CACNA1I,low voltage-gated calcium channel activity,3.0
3067,8911,GO:0019228,CACNA1I,neuronal action potential,3.0
3068,8911,GO:0030317,CACNA1I,flagellated sperm motility,3.0
3069,8911,GO:0030431,CACNA1I,sleep,3.0
3070,8911,GO:0034765,CACNA1I,regulation of ion transmembrane transport,3.0
3071,8911,GO:0035725,CACNA1I,sodium ion transmembrane transport,3.0
3072,8911,GO:0043005,CACNA1I,neuron projection,3.0
3073,8911,GO:0045956,CACNA1I,positive regulation of calcium ion-dependent exocytosis,3.0
3074,8911,GO:0070509,CACNA1I,calcium ion import,3.0
3075,8911,GO:0070588,CACNA1I,calcium ion transmembrane transport,3.0
3076,8911,GO:0086010,CACNA1I,membrane depolarization during action potential,3.0
3077,781,GO:0005245,CACNA2D1,voltage-gated calcium channel activity,3.0
3081,781,GO:0005886,CACNA2D1,plasma membrane,3.0
3082,781,GO:0005891,CACNA2D1,voltage-gated calcium channel complex,3.0
3084,781,GO:0006816,CACNA2D1,calcium ion transport,3.0
3085,781,GO:0016529,CACNA2D1,sarcoplasmic reticulum,3.0
3086,781,GO:0046872,CACNA2D1,metal ion binding,3.0
3087,781,GO:0051924,CACNA2D1,regulation of calcium ion transport,3.0
3088,781,GO:0060307,CACNA2D1,regulation of ventricular cardiac muscle cell membrane repolarization,3.0
3089,781,GO:0060402,CACNA2D1,calcium ion transport into cytosol,3.0
3090,781,GO:0061337,CACNA2D1,cardiac conduction,3.0
3091,781,GO:0061577,CACNA2D1,calcium ion transmembrane transport via high voltage-gated calcium channel,3.0
3092,781,GO:0070062,CACNA2D1,extracellular exosome,3.0
3093,781,GO:0086002,CACNA2D1,cardiac muscle cell action potential involved in contraction,3.0
3094,781,GO:0086007,CACNA2D1,voltage-gated calcium channel activity involved in cardiac muscle cell action potential,3.0
3095,781,GO:0086048,CACNA2D1,membrane depolarization during bundle of His cell action potential,3.0
3096,781,GO:0086057,CACNA2D1,voltage-gated calcium channel activity involved in bundle of His cell action potential,3.0
3097,781,GO:0086091,CACNA2D1,regulation of heart rate by cardiac conduction,3.0
3098,781,GO:0098703,CACNA2D1,calcium ion import across plasma membrane,3.0
3099,781,GO:0098903,CACNA2D1,regulation of membrane repolarization during action potential,3.0
3100,781,GO:1901843,CACNA2D1,positive regulation of high voltage-gated calcium channel activity,3.0
3101,781,GO:1902514,CACNA2D1,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,3.0
3102,781,GO:1904646,CACNA2D1,cellular response to amyloid-beta,3.0
3103,781,GO:1990454,CACNA2D1,L-type voltage-gated calcium channel complex,3.0
3142,23705,GO:0001819,CADM1,positive regulation of cytokine production,3.0
3143,23705,GO:0001913,CADM1,T cell mediated cytotoxicity,3.0
3144,23705,GO:0005102,CADM1,signaling receptor binding,3.0
3146,23705,GO:0005515,CADM1,protein binding,3.0
3147,23705,GO:0005886,CADM1,plasma membrane,3.0
3149,23705,GO:0005911,CADM1,cell-cell junction,3.0
3150,23705,GO:0006915,CADM1,apoptotic process,3.0
3151,23705,GO:0007156,CADM1,homophilic cell adhesion via plasma membrane adhesion molecules,3.0
3152,23705,GO:0007157,CADM1,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,3.0
3153,23705,GO:0007275,CADM1,multicellular organism development,3.0
3154,23705,GO:0007283,CADM1,spermatogenesis,3.0
3155,23705,GO:0008037,CADM1,cell recognition,3.0
3157,23705,GO:0016021,CADM1,integral component of membrane,3.0
3158,23705,GO:0016032,CADM1,viral process,3.0
3159,23705,GO:0016323,CADM1,basolateral plasma membrane,3.0
3160,23705,GO:0030154,CADM1,cell differentiation,3.0
3161,23705,GO:0030165,CADM1,PDZ domain binding,3.0
3162,23705,GO:0034332,CADM1,adherens junction organization,3.0
3163,23705,GO:0042271,CADM1,susceptibility to natural killer cell mediated cytotoxicity,3.0
3166,23705,GO:0042803,CADM1,protein homodimerization activity,3.0
3167,23705,GO:0045202,CADM1,synapse,3.0
3168,23705,GO:0045954,CADM1,positive regulation of natural killer cell mediated cytotoxicity,3.0
3170,23705,GO:0050798,CADM1,activated T cell proliferation,3.0
3171,23705,GO:0051606,CADM1,detection of stimulus,3.0
3173,253559,GO:0005886,CADM2,plasma membrane,3.0
3174,253559,GO:0007155,CADM2,cell adhesion,3.0
3175,253559,GO:0016021,CADM2,integral component of membrane,3.0
3176,253559,GO:0030424,CADM2,axon,3.0
3177,253559,GO:0034332,CADM2,adherens junction organization,3.0
3178,253559,GO:0045202,CADM2,synapse,3.0
3179,8618,GO:0005515,CADPS,protein binding,3.0
3180,8618,GO:0005829,CADPS,cytosol,3.0
3181,8618,GO:0006887,CADPS,exocytosis,3.0
3182,8618,GO:0008289,CADPS,lipid binding,3.0
3183,8618,GO:0015031,CADPS,protein transport,3.0
3184,8618,GO:0016079,CADPS,synaptic vesicle exocytosis,3.0
3185,8618,GO:0019901,CADPS,protein kinase binding,3.0
3186,8618,GO:0045921,CADPS,positive regulation of exocytosis,3.0
3187,8618,GO:0046872,CADPS,metal ion binding,3.0
3188,8618,GO:0098793,CADPS,presynapse,3.0
3189,8618,GO:0098978,CADPS,glutamatergic synapse,3.0
3190,8618,GO:0099012,CADPS,neuronal dense core vesicle membrane,3.0
3191,8618,GO:1990504,CADPS,dense core granule exocytosis,3.0
3192,93664,GO:0005654,CADPS2,nucleoplasm,3.0
3193,93664,GO:0006887,CADPS2,exocytosis,3.0
3194,93664,GO:0008289,CADPS2,lipid binding,3.0
3195,93664,GO:0009267,CADPS2,cellular response to starvation,3.0
3196,93664,GO:0015031,CADPS2,protein transport,3.0
3197,93664,GO:0016082,CADPS2,synaptic vesicle priming,3.0
3198,93664,GO:0030659,CADPS2,cytoplasmic vesicle membrane,3.0
3199,93664,GO:0042734,CADPS2,presynaptic membrane,3.0
3200,93664,GO:0043231,CADPS2,intracellular membrane-bounded organelle,3.0
3201,93664,GO:0045211,CADPS2,postsynaptic membrane,3.0
3202,93664,GO:0045921,CADPS2,positive regulation of exocytosis,3.0
3203,93664,GO:0046872,CADPS2,metal ion binding,3.0
3204,93664,GO:0098688,CADPS2,parallel fiber to Purkinje cell synapse,3.0
3205,93664,GO:0098978,CADPS2,glutamatergic synapse,3.0
3206,93664,GO:1990504,CADPS2,dense core granule exocytosis,3.0
3207,92558,GO:0005737,BICDL1,cytoplasm,3.0
3208,92558,GO:0005813,BICDL1,centrosome,3.0
3209,92558,GO:0031175,BICDL1,neuron projection development,3.0
3210,92558,GO:0031267,BICDL1,small GTPase binding,3.0
3212,92558,GO:0034452,BICDL1,dynactin binding,3.0
3213,92558,GO:0047496,BICDL1,vesicle transport along microtubule,3.0
3214,92558,GO:0055107,BICDL1,Golgi to secretory granule transport,3.0
3216,815,GO:0000082,CAMK2A,G1/S transition of mitotic cell cycle,3.0
3217,815,GO:0002931,CAMK2A,response to ischemia,3.0
3218,815,GO:0004674,CAMK2A,protein serine/threonine kinase activity,3.0
3220,815,GO:0004683,CAMK2A,calmodulin-dependent protein kinase activity,3.0
3222,815,GO:0005515,CAMK2A,protein binding,3.0
3223,815,GO:0005516,CAMK2A,calmodulin binding,3.0
3225,815,GO:0005524,CAMK2A,ATP binding,3.0
3226,815,GO:0005634,CAMK2A,nucleus,3.0
3227,815,GO:0005654,CAMK2A,nucleoplasm,3.0
3228,815,GO:0005737,CAMK2A,cytoplasm,3.0
3229,815,GO:0005739,CAMK2A,mitochondrion,3.0
3230,815,GO:0005829,CAMK2A,cytosol,3.0
3231,815,GO:0005954,CAMK2A,calcium- and calmodulin-dependent protein kinase complex,3.0
3232,815,GO:0006468,CAMK2A,protein phosphorylation,3.0
3234,815,GO:0006816,CAMK2A,calcium ion transport,3.0
3235,815,GO:0007223,CAMK2A,"Wnt signaling pathway, calcium modulating pathway",3.0
3236,815,GO:0009931,CAMK2A,calcium-dependent protein serine/threonine kinase activity,3.0
3237,815,GO:0010666,CAMK2A,positive regulation of cardiac muscle cell apoptotic process,3.0
3238,815,GO:0014069,CAMK2A,postsynaptic density,3.0
3239,815,GO:0016301,CAMK2A,kinase activity,3.0
3240,815,GO:0018105,CAMK2A,peptidyl-serine phosphorylation,3.0
3241,815,GO:0030666,CAMK2A,endocytic vesicle membrane,3.0
3242,815,GO:0035254,CAMK2A,glutamate receptor binding,3.0
3243,815,GO:0038166,CAMK2A,angiotensin-activated signaling pathway,3.0
3244,815,GO:0042802,CAMK2A,identical protein binding,3.0
3245,815,GO:0042803,CAMK2A,protein homodimerization activity,3.0
3246,815,GO:0043005,CAMK2A,neuron projection,3.0
3247,815,GO:0043197,CAMK2A,dendritic spine,3.0
3248,815,GO:0046777,CAMK2A,protein autophosphorylation,3.0
3249,815,GO:0046872,CAMK2A,metal ion binding,3.0
3250,815,GO:0046928,CAMK2A,regulation of neurotransmitter secretion,3.0
3251,815,GO:0048168,CAMK2A,regulation of neuronal synaptic plasticity,3.0
3252,815,GO:0048813,CAMK2A,dendrite morphogenesis,3.0
3253,815,GO:0051092,CAMK2A,positive regulation of NF-kappaB transcription factor activity,3.0
3254,815,GO:0051346,CAMK2A,negative regulation of hydrolase activity,3.0
3255,815,GO:0051928,CAMK2A,positive regulation of calcium ion transport,3.0
3256,815,GO:0060333,CAMK2A,interferon-gamma-mediated signaling pathway,3.0
3257,815,GO:0060996,CAMK2A,dendritic spine development,3.0
3258,815,GO:0098685,CAMK2A,Schaffer collateral - CA1 synapse,3.0
3259,815,GO:0099148,CAMK2A,regulation of synaptic vesicle docking,3.0
3260,815,GO:1900034,CAMK2A,regulation of cellular response to heat,3.0
3261,815,GO:1902108,CAMK2A,regulation of mitochondrial membrane permeability involved in apoptotic process,3.0
3262,815,GO:1990443,CAMK2A,peptidyl-threonine autophosphorylation,3.0
3263,815,GO:2000124,CAMK2A,regulation of endocannabinoid signaling pathway,3.0
3264,815,GO:2001222,CAMK2A,regulation of neuron migration,3.0
3295,814,GO:0001650,CAMK4,fibrillar center,3.0
3296,814,GO:0002250,CAMK4,adaptive immune response,3.0
3297,814,GO:0002372,CAMK4,myeloid dendritic cell cytokine production,3.0
3298,814,GO:0004683,CAMK4,calmodulin-dependent protein kinase activity,3.0
3300,814,GO:0005516,CAMK4,calmodulin binding,3.0
3301,814,GO:0005524,CAMK4,ATP binding,3.0
3302,814,GO:0005634,CAMK4,nucleus,3.0
3303,814,GO:0005654,CAMK4,nucleoplasm,3.0
3305,814,GO:0005737,CAMK4,cytoplasm,3.0
3306,814,GO:0006468,CAMK4,protein phosphorylation,3.0
3307,814,GO:0006954,CAMK4,inflammatory response,3.0
3308,814,GO:0007165,CAMK4,signal transduction,3.0
3309,814,GO:0007616,CAMK4,long-term memory,3.0
3310,814,GO:0009931,CAMK4,calcium-dependent protein serine/threonine kinase activity,3.0
3311,814,GO:0018105,CAMK4,peptidyl-serine phosphorylation,3.0
3312,814,GO:0033081,CAMK4,regulation of T cell differentiation in thymus,3.0
3313,814,GO:0035556,CAMK4,intracellular signal transduction,3.0
3314,814,GO:0043011,CAMK4,myeloid dendritic cell differentiation,3.0
3315,814,GO:0045670,CAMK4,regulation of osteoclast differentiation,3.0
3316,814,GO:0045893,CAMK4,"positive regulation of transcription, DNA-templated",3.0
3317,814,GO:0046777,CAMK4,protein autophosphorylation,3.0
3318,814,GO:0070062,CAMK4,extracellular exosome,3.0
3319,147968,GO:0004198,CAPN12,calcium-dependent cysteine-type endopeptidase activity,3.0
3320,147968,GO:0005509,CAPN12,calcium ion binding,3.0
3321,147968,GO:0005737,CAPN12,cytoplasm,3.0
3322,147968,GO:0006508,CAPN12,proteolysis,3.0
3337,84433,GO:0001772,CARD11,immunological synapse,3.0
3338,84433,GO:0002223,CARD11,stimulatory C-type lectin receptor signaling pathway,3.0
3339,84433,GO:0002377,CARD11,immunoglobulin production,3.0
3340,84433,GO:0004385,CARD11,guanylate kinase activity,3.0
3341,84433,GO:0005515,CARD11,protein binding,3.0
3342,84433,GO:0005737,CARD11,cytoplasm,3.0
3344,84433,GO:0005829,CARD11,cytosol,3.0
3345,84433,GO:0005886,CARD11,plasma membrane,3.0
3347,84433,GO:0007249,CARD11,I-kappaB kinase/NF-kappaB signaling,3.0
3348,84433,GO:0030183,CARD11,B cell differentiation,3.0
3349,84433,GO:0030890,CARD11,positive regulation of B cell proliferation,3.0
3350,84433,GO:0031295,CARD11,T cell costimulation,3.0
3351,84433,GO:0032449,CARD11,CBM complex,3.0
3352,84433,GO:0032623,CARD11,interleukin-2 production,3.0
3353,84433,GO:0032743,CARD11,positive regulation of interleukin-2 production,3.0
3354,84433,GO:0038095,CARD11,Fc-epsilon receptor signaling pathway,3.0
3355,84433,GO:0038202,CARD11,TORC1 signaling,3.0
3356,84433,GO:0042100,CARD11,B cell proliferation,3.0
3357,84433,GO:0042102,CARD11,positive regulation of T cell proliferation,3.0
3358,84433,GO:0042981,CARD11,regulation of apoptotic process,3.0
3359,84433,GO:0043123,CARD11,positive regulation of I-kappaB kinase/NF-kappaB signaling,3.0
3361,84433,GO:0045061,CARD11,thymic T cell selection,3.0
3362,84433,GO:0045121,CARD11,membrane raft,3.0
3363,84433,GO:0045577,CARD11,regulation of B cell differentiation,3.0
3364,84433,GO:0045580,CARD11,regulation of T cell differentiation,3.0
3365,84433,GO:0046037,CARD11,GMP metabolic process,3.0
3366,84433,GO:0046710,CARD11,GDP metabolic process,3.0
3367,84433,GO:0048872,CARD11,homeostasis of number of cells,3.0
3368,84433,GO:0050700,CARD11,CARD domain binding,3.0
3370,84433,GO:0050852,CARD11,T cell receptor signaling pathway,3.0
3371,84433,GO:0050862,CARD11,positive regulation of T cell receptor signaling pathway,3.0
3372,84433,GO:0051092,CARD11,positive regulation of NF-kappaB transcription factor activity,3.0
3373,84433,GO:0070062,CARD11,extracellular exosome,3.0
3440,440193,GO:0001932,CCDC88C,regulation of protein phosphorylation,3.0
3441,440193,GO:0001965,CCDC88C,G-protein alpha-subunit binding,3.0
3442,440193,GO:0003383,CCDC88C,apical constriction,3.0
3443,440193,GO:0005085,CCDC88C,guanyl-nucleotide exchange factor activity,3.0
3444,440193,GO:0005109,CCDC88C,frizzled binding,3.0
3445,440193,GO:0005515,CCDC88C,protein binding,3.0
3446,440193,GO:0005737,CCDC88C,cytoplasm,3.0
3448,440193,GO:0005813,CCDC88C,centrosome,3.0
3449,440193,GO:0007264,CCDC88C,small GTPase mediated signal transduction,3.0
3450,440193,GO:0008017,CCDC88C,microtubule binding,3.0
3451,440193,GO:0030054,CCDC88C,cell junction,3.0
3452,440193,GO:0030165,CCDC88C,PDZ domain binding,3.0
3453,440193,GO:0030705,CCDC88C,cytoskeleton-dependent intracellular transport,3.0
3454,440193,GO:0031098,CCDC88C,stress-activated protein kinase signaling cascade,3.0
3455,440193,GO:0031122,CCDC88C,cytoplasmic microtubule organization,3.0
3456,440193,GO:0031648,CCDC88C,protein destabilization,3.0
3457,440193,GO:0035567,CCDC88C,non-canonical Wnt signaling pathway,3.0
3458,440193,GO:0042802,CCDC88C,identical protein binding,3.0
3459,440193,GO:0043621,CCDC88C,protein self-association,3.0
3460,440193,GO:0051959,CCDC88C,dynein light intermediate chain binding,3.0
3461,440193,GO:0090090,CCDC88C,negative regulation of canonical Wnt signaling pathway,3.0
3462,55297,GO:0005654,CCDC91,nucleoplasm,3.0
3463,55297,GO:0005794,CCDC91,Golgi apparatus,3.0
3464,55297,GO:0005802,CCDC91,trans-Golgi network,3.0
3466,55297,GO:0005829,CCDC91,cytosol,3.0
3467,55297,GO:0015031,CCDC91,protein transport,3.0
3468,55297,GO:0016020,CCDC91,membrane,3.0
3469,55297,GO:0042802,CCDC91,identical protein binding,3.0
3470,55297,GO:0090160,CCDC91,Golgi to lysosome transport,3.0
3472,881,GO:0005515,CCIN,protein binding,3.0
3473,881,GO:0005634,CCIN,nucleus,3.0
3474,881,GO:0007283,CCIN,spermatogenesis,3.0
3475,881,GO:0007420,CCIN,brain development,3.0
3476,881,GO:0015629,CCIN,actin cytoskeleton,3.0
3477,881,GO:0030036,CCIN,actin cytoskeleton organization,3.0
3478,881,GO:0030154,CCIN,cell differentiation,3.0
3479,881,GO:0032839,CCIN,dendrite cytoplasm,3.0
3480,881,GO:0033150,CCIN,cytoskeletal calyx,3.0
3481,881,GO:0051015,CCIN,actin filament binding,3.0
3546,80381,GO:0001817,CD276,regulation of cytokine production,3.0
3547,80381,GO:0005102,CD276,signaling receptor binding,3.0
3549,80381,GO:0005515,CD276,protein binding,3.0
3550,80381,GO:0009897,CD276,external side of plasma membrane,3.0
3552,80381,GO:0016021,CD276,integral component of membrane,3.0
3553,80381,GO:0032729,CD276,positive regulation of interferon-gamma production,3.0
3554,80381,GO:0042102,CD276,positive regulation of T cell proliferation,3.0
3555,80381,GO:0042110,CD276,T cell activation,3.0
3556,80381,GO:0050776,CD276,regulation of immune response,3.0
3557,80381,GO:0050852,CD276,T cell receptor signaling pathway,3.0
3558,952,GO:0001666,CD38,response to hypoxia,3.0
3559,952,GO:0003953,CD38,NAD+ nucleosidase activity,3.0
3561,952,GO:0005634,CD38,nucleus,3.0
3562,952,GO:0005886,CD38,plasma membrane,3.0
3564,952,GO:0007165,CD38,signal transduction,3.0
3565,952,GO:0007204,CD38,positive regulation of cytosolic calcium ion concentration,3.0
3566,952,GO:0007565,CD38,female pregnancy,3.0
3567,952,GO:0009986,CD38,cell surface,3.0
3568,952,GO:0010977,CD38,negative regulation of neuron projection development,3.0
3569,952,GO:0014824,CD38,artery smooth muscle contraction,3.0
3570,952,GO:0016020,CD38,membrane,3.0
3571,952,GO:0016021,CD38,integral component of membrane,3.0
3572,952,GO:0016323,CD38,basolateral plasma membrane,3.0
3573,952,GO:0016740,CD38,transferase activity,3.0
3574,952,GO:0016849,CD38,phosphorus-oxygen lyase activity,3.0
3575,952,GO:0019674,CD38,NAD metabolic process,3.0
3576,952,GO:0030307,CD38,positive regulation of cell growth,3.0
3577,952,GO:0030667,CD38,secretory granule membrane,3.0
3578,952,GO:0030890,CD38,positive regulation of B cell proliferation,3.0
3580,952,GO:0032024,CD38,positive regulation of insulin secretion,3.0
3581,952,GO:0032355,CD38,response to estradiol,3.0
3582,952,GO:0032526,CD38,response to retinoic acid,3.0
3583,952,GO:0032570,CD38,response to progesterone,3.0
3584,952,GO:0033194,CD38,response to hydroperoxide,3.0
3585,952,GO:0042493,CD38,response to drug,3.0
3586,952,GO:0042802,CD38,identical protein binding,3.0
3587,952,GO:0043066,CD38,negative regulation of apoptotic process,3.0
3588,952,GO:0045779,CD38,negative regulation of bone resorption,3.0
3589,952,GO:0045892,CD38,"negative regulation of transcription, DNA-templated",3.0
3590,952,GO:0045893,CD38,"positive regulation of transcription, DNA-templated",3.0
3591,952,GO:0045907,CD38,positive regulation of vasoconstriction,3.0
3592,952,GO:0050135,CD38,NAD(P)+ nucleosidase activity,3.0
3593,952,GO:0050853,CD38,B cell receptor signaling pathway,3.0
3594,952,GO:0060292,CD38,long-term synaptic depression,3.0
3595,952,GO:0061809,CD38,"NAD+ nucleotidase, cyclic ADP-ribose generating",3.0
3596,952,GO:0070062,CD38,extracellular exosome,3.0
3597,952,GO:0070555,CD38,response to interleukin-1,3.0
3598,952,GO:0097190,CD38,apoptotic signaling pathway,3.0
3599,83692,GO:0005515,CD99L2,protein binding,3.0
3600,83692,GO:0005886,CD99L2,plasma membrane,3.0
3601,83692,GO:0005912,CD99L2,adherens junction,3.0
3602,83692,GO:0005925,CD99L2,focal adhesion,3.0
3603,83692,GO:0007155,CD99L2,cell adhesion,3.0
3604,83692,GO:0009986,CD99L2,cell surface,3.0
3605,83692,GO:0016021,CD99L2,integral component of membrane,3.0
3606,83692,GO:0050904,CD99L2,diapedesis,3.0
3607,83692,GO:2000391,CD99L2,positive regulation of neutrophil extravasation,3.0
3608,83692,GO:2000409,CD99L2,positive regulation of T cell extravasation,3.0
3638,1008,GO:0000902,CDH10,cell morphogenesis,3.0
3639,1008,GO:0005509,CDH10,calcium ion binding,3.0
3640,1008,GO:0005886,CDH10,plasma membrane,3.0
3641,1008,GO:0005912,CDH10,adherens junction,3.0
3642,1008,GO:0007043,CDH10,cell-cell junction assembly,3.0
3643,1008,GO:0007156,CDH10,homophilic cell adhesion via plasma membrane adhesion molecules,3.0
3644,1008,GO:0007275,CDH10,multicellular organism development,3.0
3645,1008,GO:0016021,CDH10,integral component of membrane,3.0
3646,1008,GO:0016339,CDH10,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,3.0
3647,1008,GO:0016342,CDH10,catenin complex,3.0
3648,1008,GO:0034332,CDH10,adherens junction organization,3.0
3650,1008,GO:0045296,CDH10,cadherin binding,3.0
3651,1008,GO:0098609,CDH10,cell-cell adhesion,3.0
3652,1008,GO:0098742,CDH10,cell-cell adhesion via plasma-membrane adhesion molecules,3.0
3653,1009,GO:0000902,CDH11,cell morphogenesis,3.0
3654,1009,GO:0001501,CDH11,skeletal system development,3.0
3655,1009,GO:0001503,CDH11,ossification,3.0
3656,1009,GO:0005509,CDH11,calcium ion binding,3.0
3657,1009,GO:0005737,CDH11,cytoplasm,3.0
3658,1009,GO:0005886,CDH11,plasma membrane,3.0
3659,1009,GO:0005912,CDH11,adherens junction,3.0
3660,1009,GO:0007043,CDH11,cell-cell junction assembly,3.0
3661,1009,GO:0007155,CDH11,cell adhesion,3.0
3662,1009,GO:0007156,CDH11,homophilic cell adhesion via plasma membrane adhesion molecules,3.0
3663,1009,GO:0007275,CDH11,multicellular organism development,3.0
3664,1009,GO:0016021,CDH11,integral component of membrane,3.0
3665,1009,GO:0016339,CDH11,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,3.0
3666,1009,GO:0016342,CDH11,catenin complex,3.0
3667,1009,GO:0021957,CDH11,corticospinal tract morphogenesis,3.0
3668,1009,GO:0034332,CDH11,adherens junction organization,3.0
3670,1009,GO:0045296,CDH11,cadherin binding,3.0
3671,1009,GO:0050804,CDH11,modulation of chemical synaptic transmission,3.0
3672,1009,GO:0070062,CDH11,extracellular exosome,3.0
3673,1009,GO:0098685,CDH11,Schaffer collateral - CA1 synapse,3.0
3674,1009,GO:0098742,CDH11,cell-cell adhesion via plasma-membrane adhesion molecules,3.0
3675,1009,GO:0098978,CDH11,glutamatergic synapse,3.0
3724,64405,GO:0000902,CDH22,cell morphogenesis,3.0
3725,64405,GO:0005509,CDH22,calcium ion binding,3.0
3726,64405,GO:0005912,CDH22,adherens junction,3.0
3727,64405,GO:0007043,CDH22,cell-cell junction assembly,3.0
3728,64405,GO:0007156,CDH22,homophilic cell adhesion via plasma membrane adhesion molecules,3.0
3729,64405,GO:0007275,CDH22,multicellular organism development,3.0
3730,64405,GO:0007420,CDH22,brain development,3.0
3731,64405,GO:0016021,CDH22,integral component of membrane,3.0
3732,64405,GO:0016339,CDH22,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,3.0
3733,64405,GO:0016342,CDH22,catenin complex,3.0
3734,64405,GO:0034332,CDH22,adherens junction organization,3.0
3735,64405,GO:0045296,CDH22,cadherin binding,3.0
3736,64405,GO:0098742,CDH22,cell-cell adhesion via plasma-membrane adhesion molecules,3.0
3737,1006,GO:0000902,CDH8,cell morphogenesis,3.0
3738,1006,GO:0005509,CDH8,calcium ion binding,3.0
3739,1006,GO:0005886,CDH8,plasma membrane,3.0
3741,1006,GO:0005912,CDH8,adherens junction,3.0
3742,1006,GO:0007043,CDH8,cell-cell junction assembly,3.0
3743,1006,GO:0007155,CDH8,cell adhesion,3.0
3744,1006,GO:0007156,CDH8,homophilic cell adhesion via plasma membrane adhesion molecules,3.0
3745,1006,GO:0007275,CDH8,multicellular organism development,3.0
3746,1006,GO:0009409,CDH8,response to cold,3.0
3747,1006,GO:0016021,CDH8,integral component of membrane,3.0
3748,1006,GO:0016339,CDH8,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,3.0
3749,1006,GO:0016342,CDH8,catenin complex,3.0
3750,1006,GO:0034332,CDH8,adherens junction organization,3.0
3752,1006,GO:0035249,CDH8,"synaptic transmission, glutamatergic",3.0
3753,1006,GO:0042802,CDH8,identical protein binding,3.0
3754,1006,GO:0043083,CDH8,synaptic cleft,3.0
3755,1006,GO:0043679,CDH8,axon terminus,3.0
3756,1006,GO:0045296,CDH8,cadherin binding,3.0
3757,1006,GO:0050807,CDH8,regulation of synapse organization,3.0
3758,1006,GO:0098742,CDH8,cell-cell adhesion via plasma-membrane adhesion molecules,3.0
3759,1007,GO:0000902,CDH9,cell morphogenesis,3.0
3760,1007,GO:0003674,CDH9,molecular_function,3.0
3761,1007,GO:0005509,CDH9,calcium ion binding,3.0
3762,1007,GO:0005886,CDH9,plasma membrane,3.0
3763,1007,GO:0005912,CDH9,adherens junction,3.0
3764,1007,GO:0007043,CDH9,cell-cell junction assembly,3.0
3765,1007,GO:0007156,CDH9,homophilic cell adhesion via plasma membrane adhesion molecules,3.0
3766,1007,GO:0007275,CDH9,multicellular organism development,3.0
3767,1007,GO:0007416,CDH9,synapse assembly,3.0
3768,1007,GO:0016339,CDH9,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,3.0
3769,1007,GO:0016342,CDH9,catenin complex,3.0
3770,1007,GO:0034332,CDH9,adherens junction organization,3.0
3772,1007,GO:0045296,CDH9,cadherin binding,3.0
3773,1007,GO:0098609,CDH9,cell-cell adhesion,3.0
3774,1007,GO:0098742,CDH9,cell-cell adhesion via plasma-membrane adhesion molecules,3.0
